ticket_id,customer_id,date_opened,issue_type,resolution_time_days,status
TCKT002032,CUST00932,2024-10-13,Incorrect Charge,15,Unresolved
TCKT002033,CUST00801,2024-03-27,Account Locked,12,Unresolved
TCKT002034,CUST00811,2024-09-21,Login Issue,12,Pending
TCKT002035,CUST00565,2025-03-18,Incorrect Charge,12,Resolved
TCKT002036,CUST00222,2024-07-17,Card Not Working,13,Pending
TCKT002037,CUST00679,2025-05-17,Delayed Credit,1,Resolved
TCKT002038,CUST00215,2023-08-25,Login Issue,15,Pending
TCKT002039,CUST00472,2024-10-19,Delayed Credit,5,Resolved
TCKT002040,CUST00229,2024-11-22,Account Locked,9,Resolved
TCKT002041,CUST00255,2025-03-21,Incorrect Charge,12,Pending
TCKT002042,CUST00974,2023-11-21,Card Not Working,2,Pending
TCKT002043,CUST00214,2025-02-13,Failed Transaction,3,Unresolved
TCKT002044,CUST00407,2024-02-21,Incorrect Charge,12,Unresolved
TCKT002045,CUST00016,2025-03-28,Card Not Working,1,Resolved
TCKT002046,CUST00747,2025-01-10,Account Locked,8,Unresolved
TCKT002047,CUST00751,2024-05-21,Incorrect Charge,11,Resolved
TCKT002048,CUST00433,2024-07-14,Incorrect Charge,7,Resolved
TCKT002049,CUST00977,2024-12-19,Card Not Working,3,Resolved
TCKT002050,CUST00476,2024-03-29,Card Not Working,3,Pending
TCKT002051,CUST00063,2025-01-20,Delayed Credit,2,Resolved
TCKT002052,CUST00980,2023-09-24,Failed Transaction,13,Pending
TCKT002053,CUST00098,2024-03-04,Login Issue,15,Unresolved
TCKT002054,CUST00198,2024-10-18,Delayed Credit,3,Unresolved
TCKT002055,CUST00662,2024-03-11,Incorrect Charge,3,Pending
TCKT002056,CUST00793,2024-10-28,Login Issue,1,Resolved
TCKT002057,CUST00439,2024-07-06,Incorrect Charge,6,Resolved
TCKT002058,CUST00913,2024-05-01,Failed Transaction,15,Unresolved
TCKT002059,CUST00450,2023-10-28,Login Issue,8,Resolved
TCKT002060,CUST00200,2024-09-14,Incorrect Charge,6,Unresolved
TCKT002061,CUST00557,2025-02-27,Account Locked,1,Resolved
TCKT002062,CUST00442,2025-07-05,Card Not Working,13,Resolved
TCKT002063,CUST00447,2023-12-22,Delayed Credit,5,Unresolved
TCKT002064,CUST00685,2025-01-30,Login Issue,7,Unresolved
TCKT002065,CUST00351,2025-06-14,Card Not Working,3,Resolved
TCKT002066,CUST00576,2024-08-15,Login Issue,14,Pending
TCKT002067,CUST00275,2023-08-18,Delayed Credit,2,Resolved
TCKT002068,CUST00094,2023-11-12,Login Issue,14,Pending
TCKT002069,CUST00977,2024-03-20,Delayed Credit,2,Unresolved
TCKT002070,CUST00755,2025-06-11,Account Locked,15,Unresolved
TCKT002071,CUST00428,2024-01-13,Card Not Working,5,Resolved
TCKT002072,CUST00623,2024-07-28,Card Not Working,13,Unresolved
TCKT002073,CUST00841,2024-10-02,Failed Transaction,13,Unresolved
TCKT002074,CUST00835,2023-10-12,Failed Transaction,8,Pending
TCKT002075,CUST00888,2025-05-25,Account Locked,4,Resolved
TCKT002076,CUST00060,2024-01-02,Card Not Working,10,Pending
TCKT002077,CUST00263,2024-06-07,Incorrect Charge,1,Unresolved
TCKT002078,CUST00996,2024-05-12,Delayed Credit,1,Resolved
TCKT002079,CUST00850,2024-08-19,Delayed Credit,5,Pending
TCKT002080,CUST00299,2024-07-30,Account Locked,6,Resolved
TCKT002081,CUST00036,2024-01-27,Card Not Working,14,Unresolved
TCKT002082,CUST00088,2025-03-08,Incorrect Charge,2,Unresolved
TCKT002083,CUST00252,2024-07-22,Account Locked,5,Pending
TCKT002084,CUST00831,2023-07-19,Incorrect Charge,1,Resolved
TCKT002085,CUST00169,2025-06-05,Delayed Credit,11,Pending
TCKT002086,CUST00373,2025-04-30,Login Issue,7,Unresolved
TCKT002087,CUST00603,2024-05-02,Login Issue,1,Unresolved
TCKT002088,CUST00454,2023-10-06,Delayed Credit,4,Resolved
TCKT002089,CUST00816,2024-03-28,Delayed Credit,4,Pending
TCKT002090,CUST00475,2024-09-04,Account Locked,3,Pending
TCKT002091,CUST00506,2024-02-28,Failed Transaction,1,Unresolved
TCKT002092,CUST00559,2024-07-17,Failed Transaction,6,Pending
TCKT002093,CUST00096,2025-06-28,Incorrect Charge,4,Unresolved
TCKT002094,CUST00039,2024-07-13,Failed Transaction,12,Resolved
TCKT002095,CUST00374,2024-01-07,Failed Transaction,5,Resolved
TCKT002096,CUST00453,2024-06-30,Failed Transaction,1,Unresolved
TCKT002097,CUST00627,2023-10-25,Delayed Credit,9,Resolved
TCKT002098,CUST00820,2024-08-23,Card Not Working,7,Resolved
TCKT002099,CUST00798,2024-08-14,Account Locked,10,Unresolved
TCKT002100,CUST00286,2023-12-05,Delayed Credit,3,Unresolved
TCKT002101,CUST00226,2023-09-01,Failed Transaction,5,Pending
TCKT002102,CUST00791,2025-05-14,Login Issue,7,Pending
TCKT002103,CUST00492,2024-06-18,Card Not Working,1,Unresolved
TCKT002104,CUST00289,2025-05-21,Failed Transaction,13,Resolved
TCKT002105,CUST00989,2024-08-29,Card Not Working,1,Unresolved
TCKT002106,CUST00753,2024-10-02,Delayed Credit,9,Unresolved
TCKT002107,CUST00522,2023-10-07,Account Locked,8,Pending
TCKT002108,CUST00847,2024-07-15,Login Issue,12,Pending
TCKT002109,CUST00508,2023-12-04,Card Not Working,4,Pending
TCKT002110,CUST00136,2024-09-07,Login Issue,12,Pending
TCKT002111,CUST00714,2023-11-15,Card Not Working,14,Unresolved
TCKT002112,CUST00380,2024-02-29,Failed Transaction,1,Pending
TCKT002113,CUST00588,2024-03-10,Card Not Working,7,Pending
TCKT002114,CUST00057,2024-03-07,Card Not Working,5,Resolved
TCKT002115,CUST00662,2023-09-11,Login Issue,12,Unresolved
TCKT002116,CUST00538,2025-03-30,Incorrect Charge,9,Resolved
TCKT002117,CUST00161,2023-12-24,Card Not Working,3,Unresolved
TCKT002118,CUST00131,2024-12-20,Failed Transaction,9,Pending
TCKT002119,CUST00693,2024-10-27,Incorrect Charge,14,Resolved
TCKT002120,CUST00518,2024-11-05,Card Not Working,8,Unresolved
TCKT002121,CUST00769,2023-09-30,Delayed Credit,11,Resolved
TCKT002122,CUST00124,2023-08-17,Card Not Working,5,Pending
TCKT002123,CUST00960,2024-05-13,Login Issue,15,Resolved
TCKT002124,CUST00402,2023-08-25,Failed Transaction,8,Resolved
TCKT002125,CUST00715,2023-12-24,Delayed Credit,1,Pending
TCKT002126,CUST00415,2024-08-28,Login Issue,6,Unresolved
TCKT002127,CUST00313,2024-02-24,Failed Transaction,6,Unresolved
TCKT002128,CUST00045,2024-07-28,Failed Transaction,7,Resolved
TCKT002129,CUST00608,2024-01-05,Account Locked,11,Resolved
TCKT002130,CUST00981,2024-06-16,Delayed Credit,9,Unresolved
TCKT002131,CUST00310,2023-11-22,Card Not Working,8,Unresolved
TCKT002132,CUST00869,2024-04-28,Login Issue,15,Pending
TCKT002133,CUST00210,2024-08-05,Account Locked,12,Unresolved
TCKT002134,CUST00252,2024-12-28,Incorrect Charge,14,Pending
TCKT002135,CUST00303,2023-09-05,Failed Transaction,2,Unresolved
TCKT002136,CUST00564,2025-01-21,Login Issue,11,Pending
TCKT002137,CUST00865,2025-05-12,Incorrect Charge,14,Unresolved
TCKT002138,CUST00635,2024-12-22,Failed Transaction,11,Pending
TCKT002139,CUST00635,2024-12-09,Incorrect Charge,15,Resolved
TCKT002140,CUST00070,2024-04-20,Incorrect Charge,5,Pending
TCKT002141,CUST00137,2024-10-12,Card Not Working,13,Unresolved
TCKT002142,CUST00436,2025-01-07,Delayed Credit,11,Pending
TCKT002143,CUST00918,2024-01-22,Delayed Credit,6,Unresolved
TCKT002144,CUST00538,2024-08-20,Delayed Credit,8,Pending
TCKT002145,CUST00493,2024-04-17,Login Issue,3,Unresolved
TCKT002146,CUST00594,2025-03-07,Card Not Working,1,Pending
TCKT002147,CUST00236,2024-10-19,Login Issue,1,Unresolved
TCKT002148,CUST00602,2024-04-10,Account Locked,7,Resolved
TCKT002149,CUST00729,2024-04-18,Card Not Working,9,Resolved
TCKT002150,CUST00150,2023-09-09,Login Issue,7,Resolved
TCKT002151,CUST00204,2023-09-04,Failed Transaction,3,Resolved
TCKT002152,CUST00881,2024-03-24,Card Not Working,5,Pending
TCKT002153,CUST00246,2023-09-16,Incorrect Charge,3,Unresolved
TCKT002154,CUST00652,2024-02-13,Login Issue,11,Resolved
TCKT002155,CUST00882,2023-11-30,Login Issue,12,Pending
TCKT002156,CUST00136,2025-03-08,Incorrect Charge,10,Pending
TCKT002157,CUST00335,2024-04-02,Delayed Credit,1,Resolved
TCKT002158,CUST00156,2023-08-26,Delayed Credit,15,Resolved
TCKT002159,CUST00651,2024-06-05,Login Issue,10,Pending
TCKT002160,CUST00331,2024-01-14,Delayed Credit,2,Unresolved
TCKT002161,CUST00442,2025-03-14,Account Locked,8,Resolved
TCKT002162,CUST00405,2024-04-27,Incorrect Charge,2,Unresolved
TCKT002163,CUST00103,2024-02-07,Delayed Credit,15,Unresolved
TCKT002164,CUST00580,2025-06-30,Login Issue,5,Pending
TCKT002165,CUST00985,2023-11-05,Incorrect Charge,12,Pending
TCKT002166,CUST00852,2024-03-25,Incorrect Charge,12,Unresolved
TCKT002167,CUST00435,2023-07-13,Login Issue,2,Resolved
TCKT002168,CUST00239,2024-03-29,Incorrect Charge,9,Unresolved
TCKT002169,CUST00759,2024-12-07,Login Issue,12,Unresolved
TCKT002170,CUST00224,2025-05-30,Card Not Working,15,Resolved
TCKT002171,CUST00109,2023-08-15,Failed Transaction,5,Pending
TCKT002172,CUST00803,2025-07-01,Incorrect Charge,1,Unresolved
TCKT002173,CUST00220,2024-09-07,Failed Transaction,7,Resolved
TCKT002174,CUST00519,2024-03-18,Failed Transaction,2,Resolved
TCKT002175,CUST00073,2024-01-06,Login Issue,1,Resolved
TCKT002176,CUST00671,2024-10-31,Login Issue,4,Pending
TCKT002177,CUST00838,2024-01-05,Account Locked,10,Unresolved
TCKT002178,CUST00293,2024-04-13,Incorrect Charge,1,Resolved
TCKT002179,CUST00742,2025-03-20,Account Locked,4,Pending
TCKT002180,CUST00619,2024-10-26,Failed Transaction,13,Resolved
TCKT002181,CUST00551,2024-04-04,Login Issue,1,Resolved
TCKT002182,CUST00435,2023-09-13,Failed Transaction,15,Pending
TCKT002183,CUST00583,2024-04-29,Delayed Credit,4,Resolved
TCKT002184,CUST00255,2024-05-29,Failed Transaction,6,Pending
TCKT002185,CUST00348,2024-06-16,Delayed Credit,4,Resolved
TCKT002186,CUST00639,2023-09-30,Card Not Working,9,Pending
TCKT002187,CUST00971,2024-07-10,Account Locked,15,Unresolved
TCKT002188,CUST00959,2023-08-06,Incorrect Charge,14,Pending
TCKT002189,CUST00913,2023-10-21,Delayed Credit,7,Pending
TCKT002190,CUST00451,2025-07-01,Failed Transaction,6,Resolved
TCKT002191,CUST00759,2024-07-09,Incorrect Charge,4,Unresolved
TCKT002192,CUST00869,2025-01-18,Login Issue,1,Resolved
TCKT002193,CUST00121,2024-10-07,Delayed Credit,14,Unresolved
TCKT002194,CUST00259,2024-01-12,Delayed Credit,10,Pending
TCKT002195,CUST00126,2024-12-29,Failed Transaction,11,Pending
TCKT002196,CUST00402,2024-01-04,Incorrect Charge,4,Pending
TCKT002197,CUST00397,2025-04-15,Delayed Credit,11,Resolved
TCKT002198,CUST00307,2025-03-14,Incorrect Charge,11,Resolved
TCKT002199,CUST00957,2024-08-28,Account Locked,12,Resolved
TCKT002200,CUST00343,2023-09-23,Login Issue,4,Unresolved
TCKT002201,CUST00240,2024-12-10,Card Not Working,2,Pending
TCKT002202,CUST00029,2025-02-14,Card Not Working,9,Resolved
TCKT002203,CUST00160,2025-01-16,Failed Transaction,11,Pending
TCKT002204,CUST00059,2024-01-04,Account Locked,15,Unresolved
TCKT002205,CUST00409,2024-12-03,Failed Transaction,15,Unresolved
TCKT002206,CUST00520,2024-05-16,Login Issue,5,Unresolved
TCKT002207,CUST00919,2024-03-10,Card Not Working,15,Pending
TCKT002208,CUST00471,2025-06-15,Failed Transaction,7,Resolved
TCKT002209,CUST00353,2024-06-06,Card Not Working,2,Resolved
TCKT002210,CUST00726,2025-02-07,Delayed Credit,1,Resolved
TCKT002211,CUST00292,2023-08-21,Account Locked,11,Unresolved
TCKT002212,CUST00515,2025-01-13,Delayed Credit,11,Resolved
TCKT002213,CUST00328,2023-10-16,Incorrect Charge,2,Pending
TCKT002214,CUST00291,2025-04-24,Login Issue,5,Resolved
TCKT002215,CUST00763,2023-08-14,Account Locked,2,Pending
TCKT002216,CUST00709,2023-10-02,Account Locked,2,Pending
TCKT002217,CUST00703,2024-09-21,Account Locked,12,Pending
TCKT002218,CUST00316,2024-05-16,Incorrect Charge,13,Resolved
TCKT002219,CUST00832,2024-12-07,Incorrect Charge,7,Pending
TCKT002220,CUST00860,2025-05-01,Delayed Credit,12,Unresolved
TCKT002221,CUST00681,2024-06-18,Login Issue,6,Unresolved
TCKT002222,CUST00068,2024-11-19,Failed Transaction,2,Pending
TCKT002223,CUST00631,2024-05-02,Account Locked,15,Unresolved
TCKT002224,CUST00739,2025-03-07,Card Not Working,7,Unresolved
TCKT002225,CUST00240,2024-12-26,Login Issue,12,Resolved
TCKT002226,CUST00603,2025-05-22,Delayed Credit,9,Unresolved
TCKT002227,CUST00799,2023-11-14,Failed Transaction,14,Unresolved
TCKT002228,CUST00506,2025-01-26,Account Locked,3,Pending
TCKT002229,CUST00336,2023-08-17,Card Not Working,2,Pending
TCKT002230,CUST00724,2024-03-01,Incorrect Charge,1,Unresolved
TCKT002231,CUST00951,2025-06-16,Failed Transaction,13,Resolved
TCKT002232,CUST00443,2024-03-24,Incorrect Charge,7,Resolved
TCKT002233,CUST00629,2023-12-13,Login Issue,6,Resolved
TCKT002234,CUST00789,2025-01-17,Card Not Working,14,Pending
TCKT002235,CUST00015,2025-07-05,Incorrect Charge,10,Pending
TCKT002236,CUST00919,2024-08-30,Failed Transaction,12,Resolved
TCKT002237,CUST00712,2024-02-07,Account Locked,6,Pending
TCKT002238,CUST00607,2023-11-22,Failed Transaction,10,Pending
TCKT002239,CUST00579,2023-08-02,Account Locked,14,Resolved
TCKT002240,CUST00303,2024-06-20,Account Locked,4,Pending
TCKT002241,CUST00165,2024-04-16,Incorrect Charge,1,Pending
TCKT002242,CUST00342,2025-03-21,Failed Transaction,11,Pending
TCKT002243,CUST00850,2024-11-26,Card Not Working,14,Pending
TCKT002244,CUST00296,2024-01-28,Card Not Working,2,Pending
TCKT002245,CUST00661,2024-12-24,Account Locked,7,Unresolved
TCKT002246,CUST00122,2023-12-08,Login Issue,11,Pending
TCKT002247,CUST00710,2024-03-17,Incorrect Charge,11,Pending
TCKT002248,CUST00253,2024-09-25,Card Not Working,6,Pending
TCKT002249,CUST00659,2025-05-15,Card Not Working,7,Unresolved
TCKT002250,CUST00509,2024-04-25,Card Not Working,15,Pending
TCKT002251,CUST00424,2023-12-23,Delayed Credit,15,Pending
TCKT002252,CUST00539,2024-07-24,Account Locked,6,Pending
TCKT002253,CUST00499,2024-02-10,Login Issue,7,Unresolved
TCKT002254,CUST00762,2023-09-28,Incorrect Charge,7,Pending
TCKT002255,CUST00448,2024-08-24,Login Issue,8,Unresolved
TCKT002256,CUST00412,2025-01-23,Card Not Working,7,Unresolved
TCKT002257,CUST00716,2025-01-29,Failed Transaction,2,Pending
TCKT002258,CUST00217,2025-03-05,Incorrect Charge,11,Pending
TCKT002259,CUST00303,2025-02-01,Failed Transaction,5,Resolved
TCKT002260,CUST00757,2024-07-20,Login Issue,10,Unresolved
TCKT002261,CUST00047,2023-12-31,Card Not Working,6,Unresolved
TCKT002262,CUST00703,2024-04-05,Card Not Working,12,Resolved
TCKT002263,CUST00620,2025-06-04,Login Issue,10,Unresolved
TCKT002264,CUST00824,2025-03-20,Delayed Credit,5,Unresolved
TCKT002265,CUST00070,2024-09-18,Delayed Credit,3,Pending
TCKT002266,CUST00464,2025-03-28,Card Not Working,6,Pending
TCKT002267,CUST00286,2025-04-14,Failed Transaction,2,Unresolved
TCKT002268,CUST00222,2024-04-10,Login Issue,8,Pending
TCKT002269,CUST00874,2024-09-29,Account Locked,1,Pending
TCKT002270,CUST00694,2024-10-17,Card Not Working,3,Unresolved
TCKT002271,CUST00021,2025-06-18,Account Locked,7,Resolved
TCKT002272,CUST00453,2024-04-23,Failed Transaction,14,Pending
TCKT002273,CUST00075,2024-10-22,Login Issue,9,Pending
TCKT002274,CUST00981,2025-05-27,Incorrect Charge,15,Unresolved
TCKT002275,CUST00200,2024-09-22,Login Issue,4,Unresolved
TCKT002276,CUST00743,2024-06-14,Failed Transaction,1,Resolved
TCKT002277,CUST00964,2024-08-23,Failed Transaction,13,Resolved
TCKT002278,CUST00497,2024-10-08,Incorrect Charge,10,Resolved
TCKT002279,CUST00366,2024-03-23,Failed Transaction,9,Unresolved
TCKT002280,CUST00642,2024-03-12,Incorrect Charge,1,Pending
TCKT002281,CUST00216,2025-02-02,Incorrect Charge,11,Pending
TCKT002282,CUST00641,2023-10-24,Login Issue,10,Pending
TCKT002283,CUST00250,2025-05-30,Account Locked,4,Unresolved
TCKT002284,CUST00851,2023-08-26,Card Not Working,3,Pending
TCKT002285,CUST00598,2025-05-26,Card Not Working,12,Unresolved
TCKT002286,CUST00491,2023-07-15,Login Issue,6,Resolved
TCKT002287,CUST00986,2025-03-07,Incorrect Charge,1,Resolved
TCKT002288,CUST00196,2024-02-26,Failed Transaction,2,Unresolved
TCKT002289,CUST00978,2024-01-24,Account Locked,9,Pending
TCKT002290,CUST00037,2024-09-10,Account Locked,1,Pending
TCKT002291,CUST00428,2023-07-29,Incorrect Charge,7,Unresolved
TCKT002292,CUST00836,2025-05-08,Account Locked,2,Resolved
TCKT002293,CUST00903,2023-10-07,Login Issue,12,Pending
TCKT002294,CUST00473,2025-05-14,Card Not Working,7,Resolved
TCKT002295,CUST00306,2025-05-26,Failed Transaction,1,Pending
TCKT002296,CUST00602,2024-04-20,Incorrect Charge,12,Resolved
TCKT002297,CUST00251,2024-04-21,Delayed Credit,6,Resolved
TCKT002298,CUST00964,2023-09-14,Card Not Working,12,Resolved
TCKT002299,CUST00526,2025-06-02,Failed Transaction,10,Pending
TCKT002300,CUST00968,2024-08-14,Card Not Working,4,Unresolved
TCKT002301,CUST00803,2025-06-17,Account Locked,3,Pending
TCKT002302,CUST00092,2025-03-07,Card Not Working,15,Resolved
TCKT002303,CUST00288,2024-07-01,Login Issue,3,Resolved
TCKT002304,CUST00623,2024-06-16,Account Locked,13,Unresolved
TCKT002305,CUST00953,2024-03-02,Login Issue,12,Unresolved
TCKT002306,CUST00698,2025-04-29,Delayed Credit,12,Unresolved
TCKT002307,CUST00107,2023-10-13,Login Issue,8,Resolved
TCKT002308,CUST00848,2025-05-23,Delayed Credit,13,Unresolved
TCKT002309,CUST00950,2024-10-19,Card Not Working,8,Resolved
TCKT002310,CUST00028,2024-01-02,Delayed Credit,8,Unresolved
TCKT002311,CUST00089,2025-03-10,Account Locked,4,Pending
TCKT002312,CUST00186,2023-09-03,Account Locked,8,Resolved
TCKT002313,CUST00452,2025-05-03,Card Not Working,7,Unresolved
TCKT002314,CUST00504,2024-11-17,Failed Transaction,5,Pending
TCKT002315,CUST00525,2025-03-15,Delayed Credit,13,Resolved
TCKT002316,CUST00729,2024-06-10,Card Not Working,7,Unresolved
TCKT002317,CUST00613,2024-01-31,Delayed Credit,15,Unresolved
TCKT002318,CUST00805,2024-10-10,Failed Transaction,1,Unresolved
TCKT002319,CUST00043,2023-07-26,Failed Transaction,15,Unresolved
TCKT002320,CUST00140,2025-05-15,Account Locked,10,Resolved
TCKT002321,CUST00804,2024-07-21,Card Not Working,7,Pending
TCKT002322,CUST00589,2024-05-13,Card Not Working,5,Pending
TCKT002323,CUST00027,2024-03-22,Failed Transaction,14,Resolved
TCKT002324,CUST00010,2025-05-15,Login Issue,11,Unresolved
TCKT002325,CUST00543,2024-07-20,Failed Transaction,1,Unresolved
TCKT002326,CUST00901,2024-03-05,Failed Transaction,8,Pending
TCKT002327,CUST00417,2023-10-10,Failed Transaction,5,Unresolved
TCKT002328,CUST00210,2024-05-10,Incorrect Charge,10,Unresolved
TCKT002329,CUST00486,2023-11-23,Failed Transaction,7,Resolved
TCKT002330,CUST00832,2024-08-03,Card Not Working,15,Unresolved
TCKT002331,CUST00630,2024-07-25,Failed Transaction,11,Resolved
TCKT002332,CUST00067,2024-02-14,Delayed Credit,2,Resolved
TCKT002333,CUST00334,2023-09-02,Incorrect Charge,6,Pending
TCKT002334,CUST00539,2024-08-13,Incorrect Charge,13,Unresolved
TCKT002335,CUST00355,2024-11-23,Incorrect Charge,1,Resolved
TCKT002336,CUST00325,2024-02-08,Failed Transaction,7,Pending
TCKT002337,CUST00623,2025-01-10,Incorrect Charge,10,Unresolved
TCKT002338,CUST00754,2024-06-13,Card Not Working,11,Unresolved
TCKT002339,CUST00333,2024-09-12,Card Not Working,2,Unresolved
TCKT002340,CUST00032,2025-02-19,Account Locked,11,Resolved
TCKT002341,CUST00778,2024-09-17,Incorrect Charge,10,Pending
TCKT002342,CUST00836,2024-07-23,Login Issue,13,Pending
TCKT002343,CUST00788,2024-06-28,Incorrect Charge,10,Pending
TCKT002344,CUST00020,2023-11-10,Login Issue,13,Pending
TCKT002345,CUST00344,2024-08-01,Failed Transaction,10,Unresolved
TCKT002346,CUST00993,2025-06-26,Delayed Credit,7,Pending
TCKT002347,CUST00806,2025-06-30,Account Locked,9,Resolved
TCKT002348,CUST00410,2024-08-10,Failed Transaction,10,Unresolved
TCKT002349,CUST00710,2024-08-28,Card Not Working,14,Pending
TCKT002350,CUST00627,2025-03-27,Failed Transaction,4,Pending
TCKT002351,CUST00507,2024-12-26,Account Locked,7,Pending
TCKT002352,CUST00770,2024-10-20,Account Locked,4,Resolved
TCKT002353,CUST00949,2024-12-04,Card Not Working,4,Pending
TCKT002354,CUST00596,2024-09-04,Login Issue,15,Unresolved
TCKT002355,CUST00417,2023-12-19,Delayed Credit,15,Unresolved
TCKT002356,CUST00898,2023-10-17,Account Locked,5,Unresolved
TCKT002357,CUST00526,2023-09-16,Incorrect Charge,14,Pending
TCKT002358,CUST00881,2023-12-26,Login Issue,3,Pending
TCKT002359,CUST00738,2024-09-03,Login Issue,9,Resolved
TCKT002360,CUST00964,2024-06-25,Failed Transaction,12,Unresolved
TCKT002361,CUST00986,2025-06-02,Account Locked,14,Unresolved
TCKT002362,CUST00449,2024-05-22,Incorrect Charge,7,Unresolved
TCKT002363,CUST00341,2023-09-01,Failed Transaction,3,Pending
TCKT002364,CUST00996,2024-08-23,Incorrect Charge,11,Pending
TCKT002365,CUST00338,2023-08-08,Failed Transaction,2,Pending
TCKT002366,CUST00494,2024-04-18,Login Issue,6,Resolved
TCKT002367,CUST00054,2024-04-06,Account Locked,8,Resolved
TCKT002368,CUST00563,2025-05-25,Login Issue,11,Resolved
TCKT002369,CUST00770,2025-02-08,Account Locked,4,Pending
TCKT002370,CUST00925,2024-02-23,Incorrect Charge,5,Resolved
TCKT002371,CUST00394,2024-11-01,Failed Transaction,8,Unresolved
TCKT002372,CUST00557,2025-06-14,Failed Transaction,11,Unresolved
TCKT002373,CUST00602,2024-11-29,Login Issue,4,Pending
TCKT002374,CUST00408,2024-02-02,Account Locked,14,Unresolved
TCKT002375,CUST00329,2023-11-20,Account Locked,7,Unresolved
TCKT002376,CUST00082,2025-01-24,Account Locked,15,Resolved
TCKT002377,CUST00324,2024-12-22,Login Issue,9,Unresolved
TCKT002378,CUST00346,2025-03-17,Card Not Working,7,Resolved
TCKT002379,CUST00744,2024-01-14,Account Locked,2,Pending
TCKT002380,CUST00833,2024-05-17,Failed Transaction,8,Resolved
TCKT002381,CUST00400,2023-10-31,Login Issue,8,Resolved
TCKT002382,CUST00461,2023-11-24,Login Issue,15,Resolved
TCKT002383,CUST00377,2023-10-22,Incorrect Charge,11,Resolved
TCKT002384,CUST00738,2024-09-13,Account Locked,4,Unresolved
TCKT002385,CUST00454,2025-02-05,Incorrect Charge,15,Resolved
TCKT002386,CUST00034,2025-06-15,Incorrect Charge,13,Unresolved
TCKT002387,CUST00834,2025-06-03,Card Not Working,3,Pending
TCKT002388,CUST00021,2024-12-28,Card Not Working,8,Pending
TCKT002389,CUST00038,2024-10-30,Login Issue,15,Resolved
TCKT002390,CUST00814,2024-02-25,Incorrect Charge,13,Resolved
TCKT002391,CUST00071,2025-07-06,Account Locked,10,Resolved
TCKT002392,CUST00888,2025-03-13,Card Not Working,6,Pending
TCKT002393,CUST00083,2023-09-15,Account Locked,9,Resolved
TCKT002394,CUST00345,2024-01-15,Incorrect Charge,7,Unresolved
TCKT002395,CUST00434,2024-08-07,Account Locked,11,Unresolved
TCKT002396,CUST00804,2023-10-19,Login Issue,14,Pending
TCKT002397,CUST00672,2023-12-11,Account Locked,8,Pending
TCKT002398,CUST00868,2025-04-29,Account Locked,8,Resolved
TCKT002399,CUST00847,2024-11-03,Delayed Credit,10,Pending
TCKT002400,CUST00846,2024-01-19,Account Locked,1,Resolved
TCKT002401,CUST00381,2023-10-04,Delayed Credit,14,Resolved
TCKT002402,CUST00902,2024-08-28,Card Not Working,8,Resolved
TCKT002403,CUST00147,2024-11-19,Login Issue,4,Pending
TCKT002404,CUST00785,2025-03-08,Failed Transaction,3,Resolved
TCKT002405,CUST00893,2023-08-22,Account Locked,3,Unresolved
TCKT002406,CUST00714,2024-10-21,Failed Transaction,6,Resolved
TCKT002407,CUST00220,2025-01-22,Account Locked,7,Pending
TCKT002408,CUST00124,2025-02-20,Card Not Working,7,Resolved
TCKT002409,CUST00368,2025-05-20,Login Issue,12,Unresolved
TCKT002410,CUST00803,2024-10-07,Delayed Credit,9,Unresolved
TCKT002411,CUST00626,2024-09-16,Account Locked,14,Unresolved
TCKT002412,CUST00002,2024-01-31,Failed Transaction,14,Pending
TCKT002413,CUST00380,2025-03-30,Card Not Working,6,Pending
TCKT002414,CUST00700,2024-08-24,Card Not Working,9,Resolved
TCKT002415,CUST00766,2024-05-28,Login Issue,6,Pending
TCKT002416,CUST00679,2025-01-21,Incorrect Charge,6,Resolved
TCKT002417,CUST00336,2024-05-13,Login Issue,12,Pending
TCKT002418,CUST00924,2024-05-17,Delayed Credit,10,Resolved
TCKT002419,CUST00262,2024-04-21,Account Locked,3,Pending
TCKT002420,CUST00876,2024-11-26,Incorrect Charge,9,Unresolved
TCKT002421,CUST00150,2024-09-27,Account Locked,14,Pending
TCKT002422,CUST00564,2025-04-26,Account Locked,9,Unresolved
TCKT002423,CUST00024,2024-10-26,Account Locked,4,Unresolved
TCKT002424,CUST00695,2024-06-08,Incorrect Charge,9,Resolved
TCKT002425,CUST00707,2024-07-28,Failed Transaction,12,Pending
TCKT002426,CUST00114,2023-10-09,Login Issue,10,Unresolved
TCKT002427,CUST00794,2024-09-27,Incorrect Charge,12,Pending
TCKT002428,CUST00463,2024-02-19,Account Locked,2,Unresolved
TCKT002429,CUST00537,2024-10-03,Incorrect Charge,5,Resolved
TCKT002430,CUST00825,2025-03-16,Account Locked,5,Resolved
TCKT002431,CUST00825,2025-04-21,Failed Transaction,13,Pending
TCKT002432,CUST00691,2023-09-20,Delayed Credit,6,Resolved
TCKT002433,CUST00457,2024-05-15,Failed Transaction,15,Pending
TCKT002434,CUST00778,2024-05-09,Account Locked,1,Resolved
TCKT002435,CUST00268,2023-11-26,Failed Transaction,8,Unresolved
TCKT002436,CUST00332,2023-09-20,Incorrect Charge,8,Resolved
TCKT002437,CUST00832,2025-06-05,Account Locked,4,Pending
TCKT002438,CUST00844,2023-07-24,Delayed Credit,15,Pending
